HGNC symbol,Gene stable ID
,ENSG00000266716
,ENSG00000294691
,ENSG00000298333
,ENSG00000264778
,ENSG00000263638
FAM88C,ENSG00000204802
,ENSG00000266250
SNORD117,ENSG00000263358
,ENSG00000265048
,ENSG00000227338
SNORD84,ENSG00000263442
MEF2C,ENSG00000081189
,ENSG00000266860
,ENSG00000265248
ADIRF-AS1,ENSG00000272734
HLA-V,ENSG00000229529
HLA-V,ENSG00000290327
,ENSG00000229969
,ENSG00000288987
,ENSG00000294847
,ENSG00000294862
,ENSG00000294914
HLA-L,ENSG00000242227
,ENSG00000294917
HLA-L,ENSG00000290339
,ENSG00000272572
HLA-J,ENSG00000235309
,ENSG00000294924
,ENSG00000294994
,ENSG00000295001
,ENSG00000295021
,ENSG00000290351
,ENSG00000298349
,ENSG00000288938
,ENSG00000298354
,ENSG00000298373
,ENSG00000262052
,ENSG00000298393
,ENSG00000298414
ANKFN1,ENSG00000153930
,ENSG00000295048
,ENSG00000295051
,ENSG00000298424
,ENSG00000295068
,ENSG00000236921
,ENSG00000295070
,ENSG00000225208
HLA-DPB2,ENSG00000168379
,ENSG00000298449
,ENSG00000298472
,ENSG00000290372
,ENSG00000298546
IHO1,ENSG00000173421
LY6S-AS1,ENSG00000177335
PPP1R2P1,ENSG00000223939
,ENSG00000292978
BNC2-AS1,ENSG00000234779
HLA-DRA,ENSG00000234794
,ENSG00000295085
,ENSG00000298560
LINC02681,ENSG00000229649
,ENSG00000298561
,ENSG00000295106
,ENSG00000298572
LINC02636,ENSG00000224222
,ENSG00000298581
,ENSG00000290585
,ENSG00000289441
,ENSG00000291302
,ENSG00000289282
,ENSG00000240338
TMT1B,ENSG00000170439
,ENSG00000218029
HLA-DRB9,ENSG00000232705
,ENSG00000262048
,ENSG00000290455
,ENSG00000235228
DBIP1,ENSG00000218748
,ENSG00000264704
GRM1,ENSG00000152822
,ENSG00000226227
,ENSG00000293396
,ENSG00000265838
HLA-DRB4,ENSG00000227357
,ENSG00000261882
ADAMTS20,ENSG00000173157
,ENSG00000279606
RPL39P33,ENSG00000243058
MT1JP,ENSG00000255986
,ENSG00000295113
NOG,ENSG00000183691
,ENSG00000295131
MT1IP,ENSG00000275691
PLCE1-AS2,ENSG00000232913
SMG1P4,ENSG00000185710
KCNJ12,ENSG00000184185
MYH15,ENSG00000144821
ABCG5,ENSG00000138075
,ENSG00000264960
HLA-DRB8,ENSG00000233697
C2,ENSG00000235696
,ENSG00000259257
,ENSG00000259356
,ENSG00000287671
ABCA3P1,ENSG00000257408
PPIB,ENSG00000166794
PDLIM1P2,ENSG00000265881
PLA2G10CP,ENSG00000260908
,ENSG00000237419
RPL21P120,ENSG00000244582
,ENSG00000258150
,ENSG00000265265
,ENSG00000298693
,ENSG00000266673
RNA5SP152,ENSG00000202054
,ENSG00000279228
,ENSG00000266050
ABHD18,ENSG00000164074
SNX29P2,ENSG00000271699
,ENSG00000264245
,ENSG00000298695
,ENSG00000263375
,ENSG00000258130
,ENSG00000298710
,ENSG00000274748
,ENSG00000278887
,ENSG00000295158
PDXDC2P,ENSG00000255185
,ENSG00000298775
KCNJ18,ENSG00000260458
,ENSG00000295162
,ENSG00000295217
,ENSG00000279421
FRG2KP,ENSG00000261741
CHRNB4,ENSG00000117971
,ENSG00000295239
,ENSG00000295245
,ENSG00000295249
,ENSG00000295265
PDPK2P,ENSG00000205918
,ENSG00000295267
,ENSG00000300228
,ENSG00000254230
,ENSG00000259869
ABCG8,ENSG00000143921
,ENSG00000295332
URAHP,ENSG00000222019
HAS2-AS1,ENSG00000248690
CACNA1G,ENSG00000006283
,ENSG00000291093
,ENSG00000298803
TUBB8P7,ENSG00000261812
,ENSG00000298893
,ENSG00000298897
LINC01241,ENSG00000236306
HERC2P4,ENSG00000230267
PDGFC,ENSG00000145431
,ENSG00000299052
,ENSG00000299087
,ENSG00000259984
,ENSG00000258464
,ENSG00000298912
TMEM50A,ENSG00000183726
DGKI,ENSG00000157680
,ENSG00000298921
,ENSG00000298924
RRN3P3,ENSG00000257122
,ENSG00000298953
,ENSG00000298967
,ENSG00000291185
OTOAP1,ENSG00000257838
RPL18P11,ENSG00000213307
GOLGA6GP,ENSG00000261303
,ENSG00000299112
,ENSG00000299117
,ENSG00000299120
PDPR2P,ENSG00000214331
,ENSG00000258598
,ENSG00000273512
,ENSG00000299131
,ENSG00000238166
CCDC88C-DT,ENSG00000258798
ADAMTS7,ENSG00000136378
,ENSG00000274002
RNU6-1048P,ENSG00000200924
RN7SL455P,ENSG00000264047
,ENSG00000253181
,ENSG00000219391
RNU6-566P,ENSG00000252599
C1GALT1C1L,ENSG00000223658
,ENSG00000299187
LINC02303,ENSG00000258616
KRT8P15,ENSG00000233579
TUBA1C,ENSG00000167553
,ENSG00000298993
,ENSG00000254303
,ENSG00000298995
ABCC6P2,ENSG00000255277
LINC02855,ENSG00000254209
,ENSG00000299273
,ENSG00000260628
CARF,ENSG00000138380
,ENSG00000299023
,ENSG00000227619
,ENSG00000238084
,ENSG00000293472
,ENSG00000248629
MACO1,ENSG00000204178
,ENSG00000280284
,ENSG00000278880
,ENSG00000250622
LINC00589,ENSG00000251191
HERC2P5,ENSG00000260644
RPPH1-3P,ENSG00000252350
PODXL2,ENSG00000114631
TRIM61,ENSG00000183439
,ENSG00000299386
,ENSG00000299043
NUCB2,ENSG00000070081
DUX4L8,ENSG00000281720
,ENSG00000299047
LMX1B-DT,ENSG00000224842
DUX4L7,ENSG00000281652
DUX4L6,ENSG00000281058
SLC6A10P,ENSG00000214617
NOS1,ENSG00000089250
DUX4L5,ENSG00000280799
,ENSG00000299403
DUX4L4,ENSG00000258834
ABTB1,ENSG00000114626
FUNDC2P3,ENSG00000187103
ARHGAP5-AS1,ENSG00000258655
RNA5SP222,ENSG00000222971
DUX4L1,ENSG00000280757
,ENSG00000216811
,ENSG00000299421
RAB32,ENSG00000118508
,ENSG00000300330
,ENSG00000299534
DUX4L3,ENSG00000281627
,ENSG00000299566
,ENSG00000299612
,ENSG00000299618
HERC2P8,ENSG00000261599
,ENSG00000299673
DUX4L2,ENSG00000280457
,ENSG00000299691
,ENSG00000299091
LUADT1,ENSG00000196634
,ENSG00000299167
PRKACA,ENSG00000072062
C4B-AS1,ENSG00000225773
,ENSG00000273997
,ENSG00000299168
CFB,ENSG00000242335
YAP1P1,ENSG00000220494
LIMCH1,ENSG00000064042
HMGN3,ENSG00000118418
,ENSG00000299719
MORF4L1,ENSG00000185787
,ENSG00000300333
,ENSG00000299727
,ENSG00000299197
,ENSG00000300341
,ENSG00000259087
,ENSG00000300354
TSEN15,ENSG00000198860
,ENSG00000300359
,ENSG00000299203
,ENSG00000300376
LINC02323,ENSG00000259230
,ENSG00000300380
,ENSG00000299212
,ENSG00000285971
,ENSG00000299220
SMG1P5,ENSG00000183604
,ENSG00000287782
,ENSG00000299227
,ENSG00000300401
,ENSG00000300402
,ENSG00000299229
CREB3L2,ENSG00000182158
HSPA5-DT,ENSG00000239705
,ENSG00000300409
,ENSG00000300417
,ENSG00000253849
TMEM231P1,ENSG00000262583
,ENSG00000300442
,ENSG00000299837
TRIB1AL,ENSG00000253111
SMG1P1,ENSG00000237296
,ENSG00000259028
,ENSG00000299280
,ENSG00000299285
,ENSG00000299300
DDX39BP1,ENSG00000233677
,ENSG00000288730
MIR124-2HG,ENSG00000254377
MCCD1P1,ENSG00000235963
,ENSG00000299896
HLA-U,ENSG00000228078
LINC01506,ENSG00000234506
,ENSG00000299988
,ENSG00000227766
MICD,ENSG00000229390
,ENSG00000286595
HLA-J,ENSG00000204622
LINC03085,ENSG00000276030
FPR1,ENSG00000171051
,ENSG00000274903
PLG,ENSG00000122194
RRN3P1,ENSG00000248124
ZNF550,ENSG00000251369
,ENSG00000300113
,ENSG00000300116
SMG1P3,ENSG00000180747
LINC01588,ENSG00000214900
PANX1,ENSG00000110218
,ENSG00000295340
,ENSG00000299330
,ENSG00000260370
,ENSG00000300537
PFKFB3-AS1,ENSG00000213994
,ENSG00000300540
,ENSG00000300541
,ENSG00000287402
B3GAT2,ENSG00000112309
,ENSG00000300552
MT1DP,ENSG00000205361
,ENSG00000300553
KBTBD12,ENSG00000187715
MPHOSPH10P1,ENSG00000260078
,ENSG00000245857
,ENSG00000233178
AKAP7,ENSG00000118507
MT1L,ENSG00000260549
ARPC3P3,ENSG00000256745
GPR83,ENSG00000123901
,ENSG00000262587
,ENSG00000286359
,ENSG00000234639
TPRX2,ENSG00000259009
,ENSG00000284649
SMG1P7,ENSG00000261556
,ENSG00000233683
,ENSG00000299358
,ENSG00000199840
SULT2A1,ENSG00000105398
,ENSG00000259294
,ENSG00000299368
LRRC71,ENSG00000160838
,ENSG00000295421
MYL10,ENSG00000106436
PGM5-AS1,ENSG00000224958
,ENSG00000295437
RNA5SP139,ENSG00000201210
RNU2-37P,ENSG00000222627
RUVBL1-AS1,ENSG00000239608
,ENSG00000215154
MGLL,ENSG00000074416
DPP3,ENSG00000254986
,ENSG00000300589
MAZ,ENSG00000103495
,ENSG00000253690
,ENSG00000295457
TMEM252-DT,ENSG00000226337
ACTMAP,ENSG00000188493
,ENSG00000300597
,ENSG00000300616
,ENSG00000300638
,ENSG00000295473
,ENSG00000300677
,ENSG00000299424
,ENSG00000295477
,ENSG00000299441
,ENSG00000299446
,ENSG00000288922
NELFE,ENSG00000233801
,ENSG00000299461
,ENSG00000299478
MIR765,ENSG00000211581
POLR1F,ENSG00000105849
,ENSG00000232590
RN7SL612P,ENSG00000266160
,ENSG00000300699
FMN2,ENSG00000155816
,ENSG00000300718
UBC,ENSG00000150991
,ENSG00000300722
,ENSG00000300729
,ENSG00000300738
,ENSG00000289405
MIR3146,ENSG00000265932
TMEM196,ENSG00000173452
,ENSG00000295480
TCF19,ENSG00000137310
,ENSG00000295496
,ENSG00000295498
,ENSG00000295536
,ENSG00000300793
,ENSG00000295551
,ENSG00000300803
,ENSG00000295558
,ENSG00000237921
,ENSG00000295562
BUD23,ENSG00000071462
,ENSG00000300805
,ENSG00000300837
SNRPA,ENSG00000077312
,ENSG00000300942
,ENSG00000300968
,ENSG00000286840
,ENSG00000300974
,ENSG00000253888
LINC02654,ENSG00000226140
,ENSG00000299499
,ENSG00000299511
WWP1-AS1,ENSG00000254231
PCMT1,ENSG00000120265
,ENSG00000299518
,ENSG00000284418
GIT2,ENSG00000139436
,ENSG00000301009
,ENSG00000301017
HCLS1,ENSG00000180353
SUV39H2-DT,ENSG00000272853
,ENSG00000301020
,ENSG00000301024
,ENSG00000253123
,ENSG00000295590
,ENSG00000295627
LINC01239,ENSG00000234840
,ENSG00000295641
,ENSG00000299547
,ENSG00000295647
,ENSG00000295657
,ENSG00000228862
,ENSG00000299552
,ENSG00000295664
,ENSG00000295679
,ENSG00000267026
CPA1,ENSG00000091704
LINC00703,ENSG00000224382
LINC00921,ENSG00000281005
,ENSG00000290885
,ENSG00000235939
METTL9,ENSG00000197006
MIA,ENSG00000261857
VEGFA,ENSG00000112715
,ENSG00000295737
,ENSG00000295748
,ENSG00000295787
,ENSG00000295788
,ENSG00000236968
,ENSG00000299588
,ENSG00000295831
,ENSG00000289952
LINC00709,ENSG00000230014
,ENSG00000299606
,ENSG00000295867
,ENSG00000299632
,ENSG00000295912
,ENSG00000301063
,ENSG00000299636
,ENSG00000301077
,ENSG00000295925
,ENSG00000301099
PPP1R26-AS1,ENSG00000225361
,ENSG00000295976
,ENSG00000252317
,ENSG00000286878
,ENSG00000233519
,ENSG00000289874
GREM2,ENSG00000180875
ZNF503-AS1,ENSG00000226051
CNOT4,ENSG00000080802
,ENSG00000301159
ITPKC,ENSG00000086544
,ENSG00000224359
,ENSG00000226014
,ENSG00000254339
,ENSG00000231440
,ENSG00000299639
,ENSG00000228844
RNU5F-8P,ENSG00000251750
,ENSG00000299651
,ENSG00000234872
,ENSG00000288865
ADAMTSL4,ENSG00000143382
,ENSG00000299681
,ENSG00000290675
,ENSG00000299696
SKIC2,ENSG00000228896
,ENSG00000228115
,ENSG00000274460
MOSMO,ENSG00000185716
,ENSG00000299739
,ENSG00000167807
,ENSG00000286428
,ENSG00000301192
,ENSG00000299778
KRT8P52,ENSG00000232479
,ENSG00000301205
,ENSG00000270664
,ENSG00000301228
RPL7P14,ENSG00000232994
,ENSG00000299785
,ENSG00000202059
,ENSG00000299819
,ENSG00000268400
,ENSG00000287615
,ENSG00000228513
RPL23AP36,ENSG00000225124
,ENSG00000299845
,ENSG00000301237
RPL12P16,ENSG00000204196
RN7SL172P,ENSG00000243544
RNU4-62P,ENSG00000222057
BARX1-DT,ENSG00000235601
IQCB1,ENSG00000173226
,ENSG00000301251
,ENSG00000301252
VWA3A,ENSG00000175267
,ENSG00000301297
,ENSG00000301305
,ENSG00000301307
LRPPRC,ENSG00000138095
FAM201A,ENSG00000204860
,ENSG00000253775
MAST1,ENSG00000105613
,ENSG00000249328
,ENSG00000299910
,ENSG00000299928
,ENSG00000233242
,ENSG00000301336
,ENSG00000301345
,ENSG00000301347
,ENSG00000301371
,ENSG00000299969
,ENSG00000253300
,ENSG00000300025
,ENSG00000286670
RNF139-DT,ENSG00000245149
,ENSG00000300119
,ENSG00000300139
TLE1-DT,ENSG00000233926
,ENSG00000300135
,ENSG00000300158
,ENSG00000295998
LINC02642,ENSG00000232591
,ENSG00000300168
RNU6-1097P,ENSG00000200456
RPL36AP27,ENSG00000225443
,ENSG00000300185
NPC1L1,ENSG00000015520
,ENSG00000270087
,ENSG00000300201
LINC01609,ENSG00000253103
,ENSG00000300243
,ENSG00000227958
,ENSG00000296025
,ENSG00000300266
LINC02308,ENSG00000258675
,ENSG00000296036
,ENSG00000287355
,ENSG00000296042
,ENSG00000255202
LINC02651,ENSG00000235645
MIR4290HG,ENSG00000227555
C11orf91,ENSG00000205177
PLA2G4C,ENSG00000105499
,ENSG00000300197
,ENSG00000296045
LINC02666,ENSG00000283141
,ENSG00000300382
,ENSG00000300408
,ENSG00000300202
,ENSG00000296059
,ENSG00000300420
FBXO3,ENSG00000110429
LINC02639,ENSG00000230573
,ENSG00000300428
,ENSG00000226566
,ENSG00000300221
,ENSG00000300457
,ENSG00000253596
LNCAROD,ENSG00000231131
PTP4A2,ENSG00000184007
,ENSG00000301454
,ENSG00000300222
,ENSG00000301458
,ENSG00000300253
,ENSG00000301464
,ENSG00000300281
,ENSG00000253656
,ENSG00000300282
,ENSG00000300460
,ENSG00000258657
,ENSG00000226904
,ENSG00000301476
,ENSG00000301490
,ENSG00000287739
DXO,ENSG00000234798
,ENSG00000288727
MIR140,ENSG00000208017
,ENSG00000234394
CLEC18A,ENSG00000157322
,ENSG00000300297
,ENSG00000300403
,ENSG00000301491
,ENSG00000293482
,ENSG00000301506
,ENSG00000301510
,ENSG00000301520
,ENSG00000300529
,ENSG00000253474
,ENSG00000286823
,ENSG00000300558
SLC15A2,ENSG00000163406
,ENSG00000300573
,ENSG00000300577
,ENSG00000300582
,ENSG00000289000
,ENSG00000228395
,ENSG00000300658
,ENSG00000271959
SMC2-DT,ENSG00000270332
,ENSG00000271780
,ENSG00000296101
,ENSG00000301711
,ENSG00000300525
,ENSG00000301773
,ENSG00000236892
,ENSG00000300533
,ENSG00000289482
,ENSG00000258672
,ENSG00000296123
,ENSG00000301812
,ENSG00000296125
YY1-DT,ENSG00000258982
ASTILCS,ENSG00000244998
,ENSG00000296126
,ENSG00000301921
LINC01518,ENSG00000233515
,ENSG00000301980
LINC03094,ENSG00000285483
ZFYVE9,ENSG00000157077
,ENSG00000301996
,ENSG00000253389
,ENSG00000300624
RORB-AS1,ENSG00000224825
STK19,ENSG00000236250
,ENSG00000300626
,ENSG00000302011
,ENSG00000259133
,ENSG00000302013
,ENSG00000296145
,ENSG00000253168
,ENSG00000296147
,ENSG00000296148
,ENSG00000302028
,ENSG00000296160
,ENSG00000285884
,ENSG00000302029
,ENSG00000300682
,ENSG00000287535
,ENSG00000289514
,ENSG00000296170
,ENSG00000300734
,ENSG00000302088
,ENSG00000300783
,ENSG00000302098
,ENSG00000302107
,ENSG00000300806
,ENSG00000300826
,ENSG00000300830
,ENSG00000300863
,ENSG00000258662
LINC02643,ENSG00000230109
,ENSG00000300908
,ENSG00000300896
,ENSG00000300910
PLA2G4C-AS1,ENSG00000269420
,ENSG00000258847
DDX56,ENSG00000136271
,ENSG00000291061
,ENSG00000296213
ZSWIM9,ENSG00000185453
,ENSG00000296229
,ENSG00000296228
,ENSG00000288735
,ENSG00000296244
LINC00838,ENSG00000261683
,ENSG00000300967
,ENSG00000300981
,ENSG00000300987
NEBL-AS1,ENSG00000231920
,ENSG00000253322
CARD8,ENSG00000105483
FUT8-AS1,ENSG00000276116
LINC02290,ENSG00000258502
,ENSG00000302147
MANCR,ENSG00000231298
,ENSG00000254111
,ENSG00000301002
,ENSG00000234692
,ENSG00000301032
,ENSG00000301055
BBS4,ENSG00000140463
,ENSG00000301087
GP5,ENSG00000178732
,ENSG00000301144
EXTL3-AS1,ENSG00000246339
,ENSG00000301160
,ENSG00000301183
MYLK,ENSG00000065534
,ENSG00000301188
SPICP1,ENSG00000255161
,ENSG00000290337
OR10A6,ENSG00000279000
,ENSG00000301201
C4B_2,ENSG00000233312
,ENSG00000302156
,ENSG00000301211
OR5B12,ENSG00000172362
,ENSG00000301231
PDPN,ENSG00000162493
,ENSG00000237626
,ENSG00000302166
OR51V1,ENSG00000176742
OR8K3,ENSG00000280314
,ENSG00000296300
,ENSG00000289506
OR9G4,ENSG00000172457
,ENSG00000301019
,ENSG00000302180
NPIPB14P,ENSG00000226232
,ENSG00000302182
,ENSG00000287023
AMPD3,ENSG00000133805
,ENSG00000302188
TP53TG3F,ENSG00000278848
,ENSG00000301040
,ENSG00000301115
,ENSG00000302196
,ENSG00000302216
FAM83A-AS1,ENSG00000204949
,ENSG00000301142
,ENSG00000282927
LINC01500,ENSG00000258583
,ENSG00000262090
,ENSG00000260626
CHEK2P6,ENSG00000261405
BMS1P8,ENSG00000260518
,ENSG00000302262
,ENSG00000289521
,ENSG00000296319
ENPP7P13,ENSG00000261580
,ENSG00000296320
,ENSG00000296323
IGHV3OR16-12,ENSG00000270467
,ENSG00000301296
,ENSG00000301319
,ENSG00000301340
,ENSG00000261153
,ENSG00000302282
IGHV3OR16-13,ENSG00000271178
,ENSG00000296335
,ENSG00000270924
,ENSG00000302318
,ENSG00000301342
,ENSG00000302325
,ENSG00000271691
,ENSG00000296336
,ENSG00000302349
,ENSG00000287047
,ENSG00000254775
,ENSG00000260312
IGHV3OR16-11,ENSG00000270318
CELF2-DT,ENSG00000270111
,ENSG00000260525
ARHGAP23P1,ENSG00000260781
,ENSG00000301354
,ENSG00000290419
IGHV3OR16-7,ENSG00000271620
,ENSG00000301418
,ENSG00000261607
,ENSG00000301432
IGHV3OR16-16,ENSG00000259842
LINC01230,ENSG00000281769
,ENSG00000302367
WWP2,ENSG00000198373
,ENSG00000232063
,ENSG00000302388
,ENSG00000302393
LINC00705,ENSG00000225269
,ENSG00000289275
,ENSG00000302402
,ENSG00000288752
,ENSG00000301542
,ENSG00000301585
,ENSG00000302425
,ENSG00000301606
,ENSG00000301611
,ENSG00000301627
,ENSG00000302437
,ENSG00000302443
,ENSG00000302451
,ENSG00000301664
TMCO4,ENSG00000162542
LINC00639,ENSG00000259070
,ENSG00000302453
,ENSG00000290398
,ENSG00000301712
,ENSG00000296361
,ENSG00000301759
,ENSG00000227200
,ENSG00000296365
,ENSG00000301798
LINC02670,ENSG00000224788
,ENSG00000296377
,ENSG00000296387
,ENSG00000271586
ABCB9,ENSG00000150967
,ENSG00000301804
OGDH,ENSG00000105953
,ENSG00000301855
,ENSG00000296389
,ENSG00000301859
,ENSG00000296396
,ENSG00000301889
,ENSG00000296397
,ENSG00000301907
,ENSG00000301920
,ENSG00000227463
LINC03046,ENSG00000224817
,ENSG00000232577
CYP21A1P,ENSG00000239882
LINC01504,ENSG00000225434
ZFAND6,ENSG00000086666
TNXA,ENSG00000234328
,ENSG00000296411
BET1L,ENSG00000177951
,ENSG00000296415
STK19B,ENSG00000248989
C4B,ENSG00000228454
,ENSG00000286489
,ENSG00000296438
,ENSG00000229116
SFTA1P,ENSG00000225383
HYI,ENSG00000178922
,ENSG00000301174
,ENSG00000301175
,ENSG00000302479
,ENSG00000254002
GAS2,ENSG00000148935
,ENSG00000301186
,ENSG00000302534
,ENSG00000301187
,ENSG00000301202
,ENSG00000301219
LINC02881,ENSG00000277288
,ENSG00000302563
,ENSG00000302579
,ENSG00000301280
,ENSG00000258854
,ENSG00000301403
,ENSG00000302591
,ENSG00000301442
,ENSG00000302627
,ENSG00000301447
,ENSG00000302634
,ENSG00000302644
LINC02623,ENSG00000234944
,ENSG00000302650
,ENSG00000296493
,ENSG00000290985
,ENSG00000253551
,ENSG00000301487
,ENSG00000296526
MIR3171HG,ENSG00000292998
,ENSG00000296548
LINC01300,ENSG00000253595
,ENSG00000283653
TCERG1,ENSG00000113649
,ENSG00000291267
,ENSG00000286113
,ENSG00000296562
,ENSG00000290986
,ENSG00000296565
,ENSG00000291269
,ENSG00000296571
,ENSG00000301527
,ENSG00000296592
LINC00871,ENSG00000258700
,ENSG00000296621
,ENSG00000296622
ABHD17AP9,ENSG00000261536
,ENSG00000260414
,ENSG00000260419
TP53TG3C,ENSG00000205457
,ENSG00000302682
,ENSG00000302690
,ENSG00000272631
,ENSG00000302694
,ENSG00000302717
,ENSG00000288707
RRAGAP1-AS1,ENSG00000258633
,ENSG00000302764
RN7SKP83,ENSG00000252321
,ENSG00000302779
LINC02633,ENSG00000224265
,ENSG00000260933
,ENSG00000302783
LINC02247,ENSG00000223729
,ENSG00000278994
POLR1A,ENSG00000068654
PLA2G10IP,ENSG00000276484
MAF1P1,ENSG00000214301
,ENSG00000302796
FAM76AP1,ENSG00000250983
NPIPA8,ENSG00000214940
,ENSG00000201827
,ENSG00000254361
CDV3,ENSG00000091527
CT70,ENSG00000230013
,ENSG00000296663
ADGRB2,ENSG00000121753
,ENSG00000296680
H2AX,ENSG00000188486
,ENSG00000296693
,ENSG00000285628
,ENSG00000302046
APLNR,ENSG00000134817
,ENSG00000302847
,ENSG00000296701
,ENSG00000289459
,ENSG00000296710
,ENSG00000302928
PKD1P4,ENSG00000205746
,ENSG00000302968
VIM-AS1,ENSG00000229124
HTR3B,ENSG00000149305
,ENSG00000303006
,ENSG00000301652
,ENSG00000290386
,ENSG00000303010
,ENSG00000289111
,ENSG00000303022
,ENSG00000301658
,ENSG00000253287
ZMIZ2,ENSG00000122515
,ENSG00000259088
,ENSG00000303049
,ENSG00000296772
,ENSG00000303064
,ENSG00000296811
,ENSG00000301678
MIR6511A4,ENSG00000273613
,ENSG00000277647
MIR3150BHG,ENSG00000245080
PPP1R13B-DT,ENSG00000258735
PKD1P5,ENSG00000254681
,ENSG00000302079
,ENSG00000296831
,ENSG00000287077
RBPMS-AS1,ENSG00000254109
,ENSG00000302137
,ENSG00000296870
MIR6770-3,ENSG00000275391
,ENSG00000291270
,ENSG00000302142
LINC00863,ENSG00000224914
,ENSG00000302144
,ENSG00000302146
,ENSG00000228658
,ENSG00000302162
,ENSG00000302189
,ENSG00000302194
,ENSG00000289049
,ENSG00000302201
,ENSG00000206927
,ENSG00000257563
,ENSG00000258534
MIR3180-3,ENSG00000266291
MIR3670-3,ENSG00000265776
,ENSG00000257527
MIR3179-3,ENSG00000266454
MIR3670-4,ENSG00000274025
MIR3179-4,ENSG00000277014
,ENSG00000262974
ABCC6P1,ENSG00000256340
IFITM2,ENSG00000185201
,ENSG00000303155
,ENSG00000253740
,ENSG00000301710
,ENSG00000302224
,ENSG00000291271
,ENSG00000301732
,ENSG00000303169
,ENSG00000302233
,ENSG00000303170
TOPBP1,ENSG00000163781
,ENSG00000303178
,ENSG00000290953
,ENSG00000302252
,ENSG00000303190
,ENSG00000235140
MIR3670-1,ENSG00000263918
,ENSG00000275465
,ENSG00000258354
LINC01414,ENSG00000253554
MIR3180-1,ENSG00000265537
PKD1P3,ENSG00000183458
,ENSG00000278784
,ENSG00000272892
,ENSG00000288820
,ENSG00000207425
,ENSG00000301842
NPIPA1,ENSG00000183426
,ENSG00000296924
,ENSG00000301869
,ENSG00000301881
,ENSG00000296999
,ENSG00000297038
,ENSG00000301903
,ENSG00000280353
NUBPL-DT,ENSG00000257155
,ENSG00000297041
LINC01508,ENSG00000231107
ZNF114,ENSG00000178150
,ENSG00000226304
LINC02306,ENSG00000257986
,ENSG00000291170
ANAPC15,ENSG00000110200
,ENSG00000297055
,ENSG00000297060
CSAD,ENSG00000139631
,ENSG00000301962
ZNF22-AS1,ENSG00000165511
GALNT16-AS1,ENSG00000258957
,ENSG00000302020
LIG1,ENSG00000105486
LINC02947,ENSG00000253140
,ENSG00000302035
,ENSG00000302064
,ENSG00000302108
,ENSG00000303292
,ENSG00000302141
,ENSG00000287187
C4A-AS1,ENSG00000238170
CYP21A2,ENSG00000198457
LINC01501,ENSG00000229613
,ENSG00000255289
,ENSG00000303348
,ENSG00000303364
,ENSG00000302407
,ENSG00000302430
LINC01551,ENSG00000186960
,ENSG00000303370
,ENSG00000303374
MAP3K7,ENSG00000135341
,ENSG00000303378
,ENSG00000303383
MIR6511A1,ENSG00000275259
,ENSG00000303398
MIR6770-1,ENSG00000278265
,ENSG00000273804
,ENSG00000303429
,ENSG00000261819
MIR1972-1,ENSG00000238728
NTAN1,ENSG00000157045
,ENSG00000255366
,ENSG00000206781
ZNF609,ENSG00000180357
LINC00092,ENSG00000225194
LINC02218,ENSG00000249662
H3Y2,ENSG00000268799
,ENSG00000302334
,ENSG00000250667
LINC02281,ENSG00000257748
H3P17,ENSG00000248205
,ENSG00000303482
,ENSG00000302339
,ENSG00000250088
,ENSG00000248422
,ENSG00000302345
,ENSG00000243403
,ENSG00000249282
,ENSG00000302352
H3P19,ENSG00000271296
RPL21P15,ENSG00000239465
H3P20,ENSG00000250351
,ENSG00000302353
,ENSG00000207223
,ENSG00000248471
RNU6-549P,ENSG00000207162
,ENSG00000248160
OAZ2,ENSG00000180304
,ENSG00000248542
,ENSG00000248337
H3Y1,ENSG00000269466
,ENSG00000274832
,ENSG00000302484
LINC00051,ENSG00000254008
H3P22,ENSG00000250715
DNAJB5-DT,ENSG00000281491
SPOCK1,ENSG00000152377
ITGA4,ENSG00000115232
LINC02282,ENSG00000257056
LINC03019,ENSG00000254813
SPINK8,ENSG00000229453
,ENSG00000302362
,ENSG00000302369
,ENSG00000303518
,ENSG00000302378
,ENSG00000303523
,ENSG00000302382
SHOX2,ENSG00000168779
,ENSG00000287038
TOMM20L-DT,ENSG00000258658
LINC00681,ENSG00000255494
,ENSG00000302391
,ENSG00000226798
,ENSG00000302510
,ENSG00000302525
,ENSG00000254431
PSMA3-AS1,ENSG00000257621
LINC02847,ENSG00000253702
,ENSG00000302397
,ENSG00000226900
,ENSG00000302398
,ENSG00000302400
,ENSG00000254092
KLHL3,ENSG00000146021
,ENSG00000297109
,ENSG00000297120
,ENSG00000302401
LINC02916,ENSG00000230555
,ENSG00000302413
,ENSG00000250850
,ENSG00000302439
,ENSG00000297157
RRN3,ENSG00000085721
,ENSG00000297181
,ENSG00000302509
,ENSG00000302521
,ENSG00000297210
TNXB,ENSG00000236236
,ENSG00000302532
,ENSG00000297231
BANCR,ENSG00000278910
,ENSG00000297237
,ENSG00000297245
,ENSG00000265967
,ENSG00000297246
ATP13A5,ENSG00000187527
,ENSG00000264937
,ENSG00000259635
,ENSG00000302546
,ENSG00000297252
,ENSG00000302567
RBPMS2,ENSG00000166831
,ENSG00000297270
,ENSG00000259103
LINC03054,ENSG00000253455
,ENSG00000297271
,ENSG00000302556
,ENSG00000302610
,ENSG00000254040
MIR3663HG,ENSG00000234474
,ENSG00000302570
,ENSG00000302621
